6sense Company Name,6sense Country,6sense Domain,6sense Revenue Range,6sense Employee Range,6sense Industry,6sense Buying Stage
Nasser Pharmacy,Canada,nasserpharmacy.com,$25M - $50M,500 - 999,"Consumer Goods and Services,Biotech & Pharmaceuticals",Target
Fritz Winter GmbH U. Co. KG,Germany,fritzwinter.de,$500M - $1B,"1,000 - 4,999","Industrial Manufacturing,Industrial Manufacturing",Target
"Rochester Electronics, LLC",United States,rocelec.com,$50M - $100M,500 - 999,Hardware & Semiconductors,Consideration
Novac Technology Solutions,India,novactech.com,$500M - $1B,"1,000 - 4,999","Software,Information Technology",Purchase
Electrofil,Spain,electrofiloeste.es,$25M - $50M,100 - 249,"Industrial Manufacturing,Consumer Goods and Services",Target
City Of Atlanta,United States,atlantaga.gov,$500M - $1B,"5,000 - 9,999",Government,Consideration
Groupe Techno-Contact,Canada,techno-contact.ca,$5M - $10M,100 - 249,"Industrial Manufacturing,Construction & Engineering",Awareness
NTT,People's Republic of China,global.ntt,$5B+,"10,000+","Information Technology,Telecommunications",Decision
Comune di Beinasco,Italy,beinasco.to.it,$50M - $100M,20 - 49,Government,Target
Samsung,India,samsung.com,$5B+,"10,000+","Consumer Goods and Services,Media & Entertainment,Telecommunications",Purchase
Alliance Advisors,Australia,allianceadvisors.com,$25M - $50M,100 - 249,"Business Services,Financial Services",Target
Telepathy,Brazil,telepathy.com,$500M - $1B,"5,000 - 9,999","Business Services,Software,Information Technology",Consideration
Plainfield Community Consolidated School District #202,United States,psd202.org,$25M - $50M,"1,000 - 4,999",Education,Purchase
CHU Tivoli,Belgium,chu-tivoli.be,$100M - $250M,"1,000 - 4,999",Healthcare & Medical,Awareness
Cementation Americas,United States,cementation.com,$100M - $250M,"1,000 - 4,999",Industrial Manufacturing,Consideration
Coolum Beach Christian College,Australia,cbcc.qld.edu.au,$25M - $50M,20 - 49,Education,Consideration
Secretary of State,Mexico,ssp.gob.mx,$500M - $1B,"10,000+",Government,Decision
I.S.E.A. SRL,Italy,iseaitaly.com,$1M - $5M,10 - 19,Industrial Manufacturing,Target
SGRRIM & HS,India,sgrrmc.com,$5M - $10M,0 - 9,Education,Awareness
Yad Med - Bezeq Mssp,Israel,yadmed.co.il,$1 - $1M,0 - 9,Business Services,Target
Univision,United States,univision.com,$5B+,"1,000 - 4,999","Media & Entertainment,Telecommunications",Decision
Merinos,Turkey,merinos.com.tr,$250M - $500M,"1,000 - 4,999","Consumer Goods and Services,Consumer Goods and Services",Consideration
"The First Church Of Christ, Scientist",United States,christianscience.com,$100M - $250M,250 - 499,Associations & Non Profits,Consideration
GetTI Services,Brazil,getti.net.br,$1 - $1M,20 - 49,Information Technology,Target
Wayne Farms,United States,waynesandersonfarms.com,$500M - $1B,"10,000+","Agriculture,Consumer Goods and Services",Consideration
Lead Dog Builders LLC.,United States,leaddogcustomhomes.com,$1M - $5M,0 - 9,Construction & Engineering,Target
Polícia Militar Do Distrito Federal,Brazil,pm.df.gov.br,$25M - $50M,"10,000+",Government,Consideration
Richter,Canada,richter.ca,$50M - $100M,500 - 999,Business Services,Consideration
The New York Times,United States,nytimes.com,$1B - $2.5B,"1,000 - 4,999","Media & Entertainment,Internet",Decision
BDV Solutions,United States,bdvsolutions.com,$5M - $10M,100 - 249,Business Services,Consideration
Confartigianato Imprese Vicenza,Italy,confartigianatovicenza.it,$25M - $50M,250 - 499,"Financial Services,Software",Consideration
MHB Mobility,Germany,mhb-mobility.de,$1 - $1M,0 - 9,"Consumer Goods and Services,Consumer Goods and Services",Target
LG Electronics,Brazil,lg.com,$5B+,"10,000+",Consumer Goods and Services,Target
CITTA METROPOLITANA DI VENEZIA,Italy,cittametropolitana.ve.it,$50M - $100M,20 - 49,Government,Target
College Montmorency,Canada,cmontmorency.qc.ca,$50M - $100M,"1,000 - 4,999",Education,Consideration
Williamson Printing Corporation,United Kingdom,8csoft.com,$500M - $1B,"1,000 - 4,999","Business Services,Business Services",Awareness
JemPak,Canada,jempak.com,$25M - $50M,100 - 249,"Industrial Manufacturing,Consumer Goods and Services,Hardware & Semiconductors",Consideration
Bank Of America,Singapore,bankofamerica.com,$5B+,"10,000+","Financial Services,Business Services,Government",Decision
VTB24,Russia,vtb24.ru,$500M - $1B,"10,000+",Financial Services,Target
Noida International Airport,India,nialjewar.com,$1M - $5M,20 - 49,"Transportation & Logistics,Transportation & Logistics",Target
Craftis Ltd,United Kingdom,craftis.co.uk,$1 - $1M,20 - 49,"Business Services,Financial Services",Target
RSA Insurance Group,India,rsabroker.com,$5B+,"10,000+",Financial Services,Awareness
"CRST The Transportation Solution, Inc.",United States,crst.com,$2.5B - $5B,"5,000 - 9,999",Transportation & Logistics,Consideration
Phoenix Protective Solutions,United States,phoenixprotectivesolutions.com,$1 - $1M,0 - 9,Business Services,Target
Cambi,Norway,cambi.com,$50M - $100M,100 - 249,"Business Services,Energy & Utilities",Target
Tribunal Regional Eleitoral de Mato Grosso do Sul,Brazil,tre-ms.jus.br,$5M - $10M,50 - 99,"Business Services,Government",Awareness
KAJOT,Czech Republic,kajot.cz,$25M - $50M,500 - 999,"Media & Entertainment,Hospitality, Travel, and Recreation",Awareness
Levigas,Italy,levigas.it,$5M - $10M,20 - 49,Energy & Utilities,Target
United Microelectronics Corporation,United States,umc.com,$2.5B - $5B,"10,000+",Hardware & Semiconductors,Awareness
Plejd,Sweden,plejd.com,$25M - $50M,250 - 499,"Business Services,Media & Entertainment,Media & Entertainment,Telecommunications,Information Technology",Consideration
Marktgemeinde Laxenburg,Austria,laxenburg.at,$10M - $25M,0 - 9,Government,Target
"O9 Solutions, Inc.",India,o9solutions.com,$500M - $1B,"1,000 - 4,999",Information Technology,Consideration
Universidad Autonoma De Campeche,Mexico,uacam.mx,$250M - $500M,"1,000 - 4,999","Education,Education",Consideration
Stadt Friedrichshafen,Germany,friedrichshafen.de,$10M - $25M,"1,000 - 4,999",Government,Decision
Belz Enterprises,United States,belz.com,$100M - $250M,"1,000 - 4,999","Real Estate, Rentals, and Leasing",Consideration
The Joint Chiropractic,United States,thejoint.com,$100M - $250M,"1,000 - 4,999",Healthcare & Medical,Decision
Response Plus Holding PJSC,United Arab Emirates,rpm.ae,$100M - $250M,"1,000 - 4,999",Healthcare & Medical,Decision
Technology Credit Union,United States,techcu.com,$100M - $250M,250 - 499,Financial Services,Consideration
hotel.info,Germany,hotel.info,$1M - $5M,0 - 9,"Hospitality, Travel, and Recreation",Consideration
Shepard,United States,shepardes.com,$50M - $100M,500 - 999,Business Services,Consideration
Gravureplus,Netherlands,gravureplus.com,$1M - $5M,0 - 9,Industrial Manufacturing,Target
GLOBAL MEDIA SANTE,France,globalmediasante.fr,$10M - $25M,100 - 249,Media & Entertainment,Target
Clínica Médica Dra. Ivone Mirpuri,Portugal,draivonemirpuri.pt,$1 - $1M,0 - 9,Healthcare & Medical,Target
The Sullivan Group,United States,thesullivangroup.com,$1M - $5M,20 - 49,Business Services,Consideration
Sunrex,Taiwan,sunrex.com.tw,$500M - $1B,"5,000 - 9,999","Consumer Goods and Services,Hardware & Semiconductors",Target
RSSB,United Kingdom,rssb.org,$10M - $25M,250 - 499,Associations & Non Profits,Target
Parexel,United States,parexel.com,$2.5B - $5B,"10,000+",Biotech & Pharmaceuticals,Decision
Utilis,United States,utilis-international.com,$10M - $25M,20 - 49,"Industrial Manufacturing,Hardware & Semiconductors",Target
Eseclending,United States,eseclending.com,$25M - $50M,100 - 249,Financial Services,Awareness
Izmir Katip Celebi University,Turkey,ikcu.edu.tr,$25M - $50M,"1,000 - 4,999",Education,Consideration
The Meehan Group,United States,meehangroup.com,$25M - $50M,100 - 249,Business Services,Target
QAD,Australia,qad.com,$2.5B - $5B,"1,000 - 4,999",Software,Consideration
Bp,Singapore,bp.com,$5B+,"10,000+","Energy & Utilities,Industrial Manufacturing",Consideration
North Oaks Health System,United States,northoaks.org,$250M - $500M,"1,000 - 4,999",Healthcare & Medical,Awareness
VoltaGrid,United States,voltagrid.com,$250M - $500M,250 - 499,"Energy & Utilities,Construction & Engineering",Decision
Cedars - Sinai,United States,cedars-sinai.org,$2.5B - $5B,"10,000+",Healthcare & Medical,Decision
ArchKey Solutions,United States,archkey.com,$1B - $2.5B,"1,000 - 4,999","Construction & Engineering,Construction & Engineering",Consideration
KSE Electricals,India,kse.in,$10M - $25M,250 - 499,"Consumer Goods and Services,Industrial Manufacturing,Hardware & Semiconductors,Construction & Engineering",Awareness
Celanese,United States,celanese.com,$5B+,"10,000+",Industrial Manufacturing,Consideration
Alitalia,Italy,alitalia.com,$1B - $2.5B,"5,000 - 9,999","Transportation & Logistics,Transportation & Logistics",Awareness
CompBiz,Israel,compbiz.net,$5M - $10M,0 - 9,"Internet,Software",Target
Birlasoft,United States,birlasoft.com,$5B+,"10,000+","Software,Information Technology",Consideration
Prodata Systems,Belgium,prodata-systems.be,$10M - $25M,50 - 99,Software,Decision
United States Sentencing Commission,United States,ussc.gov,$10M - $25M,100 - 249,Government,Consideration
Kinmen Airport,Taiwan,kma.gov.tw,$1M - $5M,20 - 49,Aerospace & Defense,Target
Medica Group,United Kingdom,medica.co.uk,$50M - $100M,250 - 499,Healthcare & Medical,Consideration
Blue Nile,United States,bluenile.com,$100M - $250M,500 - 999,"Consumer Goods and Services,Consumer Goods and Services",Consideration
Mother Parkers Tea & Coffee,Canada,mother-parkers.com,$100M - $250M,500 - 999,Consumer Goods and Services,Consideration
Helmholtz - Zentrum Dresden - Rossendorf,Germany,hzdr.de,$100M - $250M,"1,000 - 4,999","Business Services,Education",Consideration
Radisson Blu Hotel,Finland,radissonblu.com,$500M - $1B,"1,000 - 4,999","Hospitality, Travel, and Recreation",Awareness
CXMT,People's Republic of China,cxmt.com,$500M - $1B,"5,000 - 9,999",Hardware & Semiconductors,Target
BLS AG,Switzerland,bls.ch,$500M - $1B,"1,000 - 4,999",Transportation & Logistics,Consideration
Micrologic,Canada,micrologic.ca,$25M - $50M,250 - 499,"Information Technology,Software,Hardware & Semiconductors",Consideration
Japay,Mexico,japay.com,$25M - $50M,250 - 499,"Industrial Manufacturing,Consumer Goods and Services,Internet",Consideration
ING Groep N.V.,Australia,ing.com,$5B+,"10,000+",Financial Services,Decision
Spong Construction,United States,zachspong.com,$1M - $5M,0 - 9,Consumer Goods and Services,Target
Dizengoff Trading Co 1952 Ltd,Israel,dizengoff-trading.com,$10M - $25M,0 - 9,Agriculture,Target
Kering Eyewear,Italy,keringeyewear.com,$100M - $250M,"1,000 - 4,999","Consumer Goods and Services,Consumer Goods and Services",Consideration
South Tyneside Council,United Kingdom,southtyneside.gov.uk,$50M - $100M,"5,000 - 9,999",Government,Consideration
Tregan Energy,United States,tregan.com,$1M - $5M,20 - 49,"Financial Services,Business Services",Target
Panadyne Inc,United States,panadyne.com,$25M - $50M,20 - 49,Wholesale & Distribution,Target
HT Group,Germany,htgroup.de,$25M - $50M,250 - 499,"Industrial Manufacturing,Healthcare & Medical",Consideration
"Dayton, OH",United States,daytonohio.gov,$50M - $100M,"1,000 - 4,999",Government,Decision
Centromedico,Switzerland,centromedico.ch,$25M - $50M,250 - 499,Healthcare & Medical,Awareness
Rotarex,Belgium,rotarex.com,$250M - $500M,"1,000 - 4,999","Industrial Manufacturing,Industrial Manufacturing",Target
"Martinez Sheet Metal, Inc.",United States,martinezsheetmetal.com,$5M - $10M,20 - 49,"Construction & Engineering,Construction & Engineering,Consumer Goods and Services",Target
Young & Co.'s Brewery Plc,United Kingdom,youngs.co.com,$25M - $50M,100 - 249,"Hospitality, Travel, and Recreation",Awareness
San Diego County Office Of Education,United States,sdcoe.net,$500M - $1B,"1,000 - 4,999","Education,Education",Consideration
Elixir,United States,elixirsolutions.com,$250M - $500M,"1,000 - 4,999",Financial Services,Consideration
Austin Powder,United States,austinpowder.com,$250M - $500M,"1,000 - 4,999",Industrial Manufacturing,Decision
PAN - AMERICANA INDUSTRIAS QUIMICAS,Brazil,panamericano.com.br,$50M - $100M,20 - 49,"Industrial Manufacturing,Financial Services",Target
Arab Bank,United States,arabbank.com,$1B - $2.5B,"10,000+",Financial Services,Awareness
Atrius Health,United States,atriushealth.org,$500M - $1B,"5,000 - 9,999",Healthcare & Medical,Consideration
Agiliti,United States,agilitihealth.com,$1B - $2.5B,"5,000 - 9,999","Healthcare & Medical,Healthcare & Medical",Decision
"NCB Management Services, Inc.",United States,ncbi.com,$50M - $100M,250 - 499,Financial Services,Consideration
Provincie Antwerpen,Belgium,provincieantwerpen.be,$50M - $100M,"1,000 - 4,999",Government,Consideration
"Frontage Laboratories, Inc",United States,frontagelab.com,$250M - $500M,"1,000 - 4,999",Biotech & Pharmaceuticals,Decision
Dream11,India,dream11.com,$25M - $50M,500 - 999,"Media & Entertainment,Hospitality, Travel, and Recreation,Business Services",Decision
Twilio,United States,twilio.com,$2.5B - $5B,"5,000 - 9,999","Internet,Software,Telecommunications",Consideration
BGT GmbH & Co. KG,Austria,bgtaustria.com,$1 - $1M,20 - 49,Consumer Goods and Services,Target
Care 4 Cargo GmbH,Germany,care4cargo.com,$1 - $1M,20 - 49,"Transportation & Logistics,Transportation & Logistics",Target
PamGene,Netherlands,pamgene.com,$5M - $10M,20 - 49,"Business Services,Biotech & Pharmaceuticals",Target
Qdos,Malaysia,qdos.com.my,$10M - $25M,500 - 999,Consumer Goods and Services,Consideration
OSF HealthCare,United States,osfhealthcare.org,$2.5B - $5B,"10,000+",Healthcare & Medical,Decision
"Dusseau & Makris, PC",United States,dusseauandmakris.com,$1M - $5M,0 - 9,Business Services,Target
Spotify,Sweden,spotify.com,$5B+,"10,000+","Internet,Media & Entertainment",Consideration
Swift,United States,swift.com,$1B - $2.5B,"1,000 - 4,999","Financial Services,Business Services",Purchase
Axoft,Russia,axoftglobal.ru,$50M - $100M,100 - 249,"Financial Services,Consumer Goods and Services,Software,Hardware & Semiconductors",Target
C. Bergmann KG,Austria,cb.at,$100M - $250M,250 - 499,Construction & Engineering,Target
KAWASAKI TOWN,Japan,town-kawasaki.com,$100M - $250M,100 - 249,"Government,Business Services",Target
Kiwifruit Breeding Centre,New Zealand,kiwifruitbreeding.com,$5M - $10M,100 - 249,Agriculture,Target
"BPD Express, Inc.",Dominican Republic,bpd.com,$1 - $1M,0 - 9,"Media & Entertainment,Media & Entertainment,Business Services",Target
Unifree Duty Free,Turkey,unifree.com,$500M - $1B,"1,000 - 4,999","Consumer Goods and Services,Internet",Consideration
National Audubon Society,United States,audubon.org,$50M - $100M,500 - 999,Associations & Non Profits,Consideration
Walbusch Group,Germany,walbusch.com,$25M - $50M,250 - 499,"Consumer Goods and Services,Consumer Goods and Services",Consideration
Endless Tech,Portugal,endlesstech.pt,$1 - $1M,0 - 9,"Consumer Goods and Services,Consumer Goods and Services",Target
Veterans Place of Washington Boulevard,United States,veteransplaceusa.org,$1M - $5M,20 - 49,"Associations & Non Profits,Internet",Target
上海和泰仪器有限公司,People's Republic of China,high-tech.cn,$1 - $1M,0 - 9,Business Services,Target
Credit Agricole,United States,credit-agricole.com,$5B+,"10,000+",Financial Services,Consideration
Jellyfish,United States,jellyfish.co,$10M - $25M,250 - 499,Software,Consideration
XFIBER,Israel,xfiber.net.il,,20 - 49,Telecommunications,Target
Computer Age Management Services Limited,India,camsonline.com,$250M - $500M,"1,000 - 4,999",Financial Services,Purchase
Oab Sp,Brazil,oabsp.org.br,$100M - $250M,"10,000+","Business Services,Business Services",Consideration
Cargill,Mexico,cargill.com,$5B+,"10,000+",Agriculture,Consideration
Indian Farmers Fertiliser Coop Ltd.,India,iffco.in,$500M - $1B,"5,000 - 9,999",Industrial Manufacturing,Consideration
Zongmu,People's Republic of China,zongmutech.com,$10M - $25M,100 - 249,Automotive,Target
Bay Shore Finance,United States,bayshorefi.com,$1M - $5M,0 - 9,Financial Services,Target
"Bigos Management, Inc.",United States,tbigos.com,$250M - $500M,100 - 249,"Real Estate, Rentals, and Leasing",Consideration
Victaulic,United States,victaulic.com,$500M - $1B,"5,000 - 9,999","Industrial Manufacturing,Industrial Manufacturing",Consideration
Electric,United States,electric.ai,$100M - $250M,250 - 499,"Software,Information Technology",Purchase
L.L.Bean,United States,llbean.com,$500M - $1B,"1,000 - 4,999","Consumer Goods and Services,Consumer Goods and Services",Awareness
Mastery Schools,United States,masterycharter.org,$100M - $250M,"1,000 - 4,999","Education,Education",Consideration
Complete Onsite Group,Australia,completeonsitegroup.com.au,$5M - $10M,100 - 249,Business Services,Target
Encora Inc.,Brazil,encora.com,$500M - $1B,"5,000 - 9,999",Information Technology,Consideration
BigCommerce,United States,bigcommerce.com,$2.5B - $5B,"1,000 - 4,999","Information Technology,Internet,Software",Decision
ARLANXEO,Germany,arlanxeo.com,$2.5B - $5B,"1,000 - 4,999",Industrial Manufacturing,Consideration
Internet Initiative Japan,Japan,iij.ad.jp,$1B - $2.5B,500 - 999,Telecommunications,Purchase
